iter	Passed	Remaining
1670	17212	14626
1671	17221	14615
1672	17231	14604
1673	17241	14594
1674	17251	14583
1675	17261	14573
1676	17272	14563
1677	17281	14552
1678	17291	14541
1679	17300	14530
1680	17311	14520
1681	17322	14511
1682	17332	14500
1683	17342	14489
1684	17351	14478
1685	17361	14468
1686	17371	14457
1687	17381	14446
1688	17392	14436
1689	17401	14426
1690	17411	14415
1691	17421	14404
1692	17431	14394
1693	17441	14383
1694	17450	14372
1695	17460	14362
1696	17471	14351
1697	17482	14342
1698	17492	14332
1699	17502	14321
1700	17516	14313
1701	17525	14302
1702	17534	14291
1703	17544	14280
1704	17553	14269
1705	17563	14259
1706	17573	14248
1707	17582	14237
1708	17592	14226
1709	17602	14216
1710	17613	14206
1711	17626	14198
1712	17638	14189
1713	17652	14181
1714	17664	14173
1715	17675	14163
1716	17690	14156
1717	17705	14149
1718	17718	14141
1719	17727	14130
1720	17737	14120
1721	17748	14110
1722	17758	14099
1723	17769	14089
1724	17780	14080
1725	17791	14070
1726	17802	14060
1727	17812	14049
1728	17822	14039
1729	17833	14029
1730	17843	14019
1731	17856	14010
1732	17871	14004
1733	17888	13999
1734	17902	13991
1735	17914	13982
1736	17924	13972
1737	17937	13964
1738	17952	13957
1739	17964	13948
1740	17978	13941
1741	17990	13931
1742	18002	13922
1743	18014	13913
1744	18025	13904
1745	18037	13895
1746	18048	13885
1747	18060	13876
1748	18075	13869
1749	18085	13858
1750	18095	13848
1751	18105	13837
1752	18115	13827
1753	18126	13817
1754	18137	13807
1755	18150	13798
1756	18160	13788
1757	18170	13777
1758	18181	13768
1759	18192	13758
1760	18202	13747
1761	18214	13738
1762	18225	13728
1763	18235	13718
1764	18247	13708
1765	18257	13698
1766	18268	13688
1767	18278	13677
1768	18289	13668
1769	18299	13657
1770	18309	13647
1771	18320	13637
1772	18332	13627
1773	18343	13617
1774	18354	13608
1775	18364	13597
1776	18374	13587
1777	18385	13577
1778	18396	13567
1779	18406	13556
1780	18417	13546
1781	18427	13536
1782	18438	13526
1783	18448	13515
1784	18458	13505
1785	18468	13494
1786	18479	13484
1787	18489	13474
1788	18499	13463
1789	18509	13453
1790	18520	13442
1791	18530	13432
1792	18541	13422
1793	18553	13413
1794	18566	13405
1795	18577	13395
1796	18588	13385
1797	18600	13376
1798	18613	13367
1799	18623	13357
1800	18635	13348
1801	18646	13338
1802	18656	13327
1803	18666	13316
1804	18677	13307
1805	18696	13302
1806	18707	13293
1807	18720	13284
1808	18730	13273
1809	18740	13263
1810	18750	13252
1811	18759	13241
1812	18770	13231
1813	18782	13222
1814	18794	13213
1815	18810	13206
1816	18823	13198
1817	18833	13187
1818	18846	13178
1819	18859	13170
1820	18872	13161
1821	18884	13153
1822	18898	13144
1823	18910	13135
1824	18926	13128
1825	18944	13123
1826	18962	13119
1827	18982	13115
1828	19032	13132
1829	19052	13128
1830	19069	13122
1831	19082	13114
1832	19100	13108
1833	19122	13106
1834	19145	13104
1835	19158	13096
1836	19171	13086
1837	19184	13078
1838	19203	13073
1839	19221	13068
1840	19260	13077
1841	19274	13069
1842	19288	13061
1843	19303	13053
1844	19316	13045
1845	19341	13044
1846	19388	13058
1847	19434	13071
1848	19459	13071
1849	19477	13065
1850	19495	13060
1851	19516	13056
1852	19532	13049
1853	19564	13053
1854	19577	13044
1855	19593	13037
1856	19606	13029
1857	19620	13020
1858	19635	13012
1859	19645	13002
1860	19673	13003
1861	19743	13031
1862	19757	13022
1863	19795	13030
1864	19828	13034
1865	19844	13027
1866	19855	13017
1867	19871	13009
1868	19887	13002
1869	19904	12996
1870	19916	12986
1871	19930	12977
1872	19944	12969
1873	19957	12960
1874	19970	12951
1875	19982	12941
1876	19994	12931
1877	20007	12922
1878	20018	12912
1879	20030	12902
1880	20041	12892
1881	20053	12882
1882	20066	12873
1883	20079	12864
1884	20093	12855
1885	20106	12846
1886	20117	12835
1887	20129	12826
1888	20140	12815
1889	20152	12805
1890	20166	12797
1891	20179	12788
1892	20191	12778
1893	20203	12768
1894	20215	12758
1895	20230	12750
1896	20244	12742
1897	20258	12733
1898	20272	12724
1899	20285	12715
1900	20297	12705
1901	20308	12695
1902	20319	12684
1903	20330	12674
1904	20342	12664
1905	20355	12655
1906	20368	12645
1907	20382	12637
1908	20395	12628
1909	20413	12621
1910	20434	12618
1911	20446	12608
1912	20459	12598
1913	20472	12589
1914	20483	12579
1915	20495	12568
1916	20506	12558
1917	20517	12548
1918	20532	12539
1919	20543	12529
1920	20556	12519
1921	20567	12509
1922	20579	12499
1923	20590	12489
1924	20602	12479
1925	20614	12469
1926	20626	12459
1927	20638	12449
1928	20649	12439
1929	20661	12428
1930	20672	12418
1931	20682	12407
1932	20694	12397
1933	20705	12386
1934	20716	12376
1935	20731	12368
1936	20746	12360
1937	20759	12350
1938	20770	12340
1939	20780	12329
1940	20795	12320
1941	20807	12310
1942	20819	12301
1943	20830	12290
1944	20841	12279
1945	20855	12271
1946	20868	12261
1947	20879	12250
1948	20889	12239
1949	20900	12229
1950	20912	12219
1951	20925	12210
